student_id,faculty_id,rating
20,6,5
20,36,4
20,42,4
20,49,2
20,2,4
20,76,4
21,76,1
21,36,2
21,9,1
21,41,4
21,5,4
21,61,5
21,95,4
21,48,2
21,7,2
22,7,3
22,26,4
22,57,4
22,32,4
22,55,3
22,89,3
22,53,4
22,91,4
22,3,4
22,46,4
22,11,4
22,59,2
22,24,3
22,85,3
23,17,4
23,84,5
23,50,3
23,48,4
23,36,2
23,42,5
23,75,2
23,66,3
23,59,2
23,74,4
23,76,5
23,62,3
23,11,3
23,4,3
23,9,3
23,18,3
23,53,5
24,20,3
24,67,3
24,39,5
24,63,5
24,68,2
24,96,4
24,85,5
24,33,2
24,15,4
24,43,4
24,100,3
24,21,5
24,51,3
24,81,5
24,98,3
24,65,2
24,57,5
24,55,4
24,6,4
25,51,3
25,95,3
25,87,3
25,33,5
25,24,4
25,80,3
25,34,4
25,4,1
25,11,5
25,54,5
25,20,5
25,77,4
25,46,3
25,98,4
26,81,4
26,9,4
26,20,4
26,31,5
26,56,5
26,70,3
26,55,4
26,58,5
26,99,4
26,50,4
26,22,3
26,64,4
26,72,5
26,89,1
26,11,5
26,45,3
26,92,4
27,3,5
27,24,4
27,22,5
27,25,5
27,13,4
27,99,5
27,6,3
27,32,5
27,31,2
27,58,1
27,96,5
27,49,2
27,27,3
27,74,3
27,78,2
27,41,4
27,33,3
27,75,2
27,35,5
28,66,3
28,25,3
28,68,4
28,48,4
28,90,2
28,26,4
28,57,4
28,89,1
28,31,5
29,5,3
29,33,4
29,72,5
29,8,3
29,58,5
29,69,4
29,23,4
29,51,4
29,36,2
29,30,3
29,38,4
29,70,5
29,80,3
29,18,5
29,15,5
29,1,3
29,94,3
29,76,4
29,95,4
30,65,5
30,8,3
30,93,3
30,62,5
30,11,1
30,70,3
30,75,2
30,37,3
30,83,4
30,10,4
30,44,4
30,52,1
30,96,5
30,87,4
31,30,4
31,51,4
31,11,3
31,79,5
31,45,4
31,61,3
31,19,3
31,62,5
31,96,4
31,49,4
31,15,3
32,87,3
32,90,5
32,69,3
32,75,3
32,71,4
32,28,3
33,46,3
33,72,3
33,82,3
33,75,5
33,60,4
33,34,1
33,98,4
33,78,1
34,35,4
34,10,3
34,34,5
34,41,5
34,89,3
34,14,4
34,78,5
34,65,2
34,58,4
34,24,3
34,55,3
34,60,4
34,17,3
34,29,5
35,9,5
35,43,4
35,28,3
35,38,4
35,63,3
35,96,3
35,55,4
35,42,5
35,58,4
35,11,4
35,82,3
36,17,4
36,46,5
36,15,5
36,98,5
36,21,5
36,9,3
36,58,4
36,55,5
36,100,5
36,62,3
36,76,4
36,42,4
36,1,2
36,24,3
36,13,2
37,51,4
37,95,3
37,53,2
37,2,4
37,19,4
37,96,5
37,93,3
37,98,1
38,62,3
38,9,3
38,7,3
38,22,5
38,33,4
38,84,2
38,66,2
38,83,4
38,91,5
38,69,3
38,14,5
38,47,4
38,78,4
39,16,3
39,18,1
39,2,3
39,29,5
39,57,1
39,60,4
39,96,4
39,1,3
39,20,4
39,77,4
39,41,5
39,9,3
39,82,4
39,44,4
40,29,2
40,11,5
40,88,4
40,63,5
40,39,4
40,89,3
40,85,3
40,66,2
40,33,4
40,60,5
40,34,3
40,86,4
40,50,3
40,38,2
40,96,5
40,55,3
40,99,5
40,75,1
40,98,4
41,83,5
41,42,5
41,39,3
41,60,5
41,99,2
41,31,1
41,51,3
41,61,4
41,56,3
41,49,2
41,90,3
41,95,5
41,63,2
41,68,3
42,70,3
42,8,1
42,95,3
42,86,3
42,43,4
42,76,5
42,74,4
42,36,2
42,13,4
42,42,1
42,93,4
42,39,4
42,64,1
42,34,4
43,67,5
43,77,4
43,53,4
43,73,5
43,28,2
43,51,1
44,39,5
44,5,3
44,42,4
44,49,1
44,86,3
44,40,5
44,73,3
44,6,4
44,4,3
44,89,3
44,10,3
44,55,5
44,26,3
44,50,3
44,67,3
44,98,4
44,19,2
44,70,3
44,51,4
44,47,2
45,61,5
45,46,4
45,77,3
45,57,3
45,25,4
45,83,3
45,55,3
45,91,2
45,31,4
45,87,5
45,51,5
45,38,4
45,28,4
45,60,4
45,27,3
45,2,4
45,5,4
45,16,5
45,92,2
45,18,3
46,58,5
46,71,4
46,62,5
46,5,4
46,21,4
46,29,5
46,8,3
46,3,3
46,99,5
47,19,2
47,67,4
47,99,3
47,46,5
47,31,3
47,42,4
47,33,4
47,27,4
47,82,4
47,80,5
47,28,5
47,16,3
48,16,2
48,4,3
48,35,4
48,51,4
48,3,3
48,13,5
48,84,3
48,100,3
48,1,4
48,22,3
48,45,4
48,62,4
48,24,4
49,16,4
49,83,4
49,26,5
49,89,5
49,13,2
49,22,5
49,73,3
49,36,2
49,18,1
50,75,4
50,12,4
50,22,4
50,24,4
50,70,5
50,8,4
50,73,3
50,1,3
50,34,3
50,95,3
50,38,4
51,77,3
51,2,3
51,90,5
51,57,3
51,85,4
51,62,3
52,9,3
52,70,3
52,84,1
52,37,3
52,34,4
52,38,5
52,100,3
52,28,3
53,19,4
53,45,4
53,99,2
53,82,1
53,39,5
53,44,4
53,3,1
54,79,4
54,52,4
54,5,4
54,56,3
54,49,3
55,93,4
55,37,4
55,83,2
55,45,3
55,47,4
55,17,5
55,36,4
55,69,1
56,1,4
56,76,4
56,82,3
56,89,3
56,7,3
56,90,3
56,35,4
56,93,5
56,59,4
56,19,2
56,92,5
56,78,4
56,54,3
56,27,3
56,40,1
56,57,4
57,15,4
57,73,4
57,77,4
57,59,3
57,56,5
57,27,2
57,84,4
57,60,3
57,34,5
57,100,3
58,79,4
58,68,4
58,96,5
58,33,2
58,54,4
58,47,4
58,26,4
58,25,5
58,89,3
58,39,4
59,2,4
59,90,5
59,77,5
59,100,5
59,24,3
60,92,4
60,91,3
60,5,2
60,19,3
60,49,4
60,2,5
60,94,1
60,80,2
60,40,3
60,43,3
60,41,4
60,1,3
60,8,3
60,71,4
61,60,3
61,16,4
61,44,4
61,45,4
61,18,4
61,23,4
61,15,5
61,80,5
61,10,5
61,57,2
62,6,5
62,89,2
62,66,4
62,81,4
62,72,4
62,75,4
62,69,4
62,41,5
62,16,5
62,64,5
62,19,4
62,11,5
62,95,2
62,52,4
62,7,3
63,24,3
63,98,3
63,14,3
63,40,4
63,50,4
63,51,5
63,54,5
63,30,2
63,17,5
63,5,2
63,60,2
64,48,2
64,2,5
64,74,4
64,67,2
64,99,5
64,97,4
64,28,2
65,56,4
65,86,4
65,77,4
65,53,4
65,38,3
65,33,5
65,87,3
65,98,5
65,7,3
65,31,3
65,90,4
65,61,5
65,75,3
65,27,3
66,49,5
66,47,5
66,70,3
66,22,2
66,53,4
66,9,4
66,94,3
67,27,5
67,48,4
67,44,4
67,31,4
67,6,3
67,83,3
67,38,2
67,3,4
67,17,3
67,36,4
67,58,4
67,99,3
67,49,2
67,40,2
67,71,3
67,20,4
67,52,3
68,42,2
68,68,5
68,1,4
68,14,4
68,31,5
68,84,4
68,9,4
68,26,2
68,86,4
69,23,2
69,28,4
69,84,4
69,52,4
69,46,5
69,7,3
69,81,4
69,58,4
69,24,4
70,37,3
70,25,3
70,58,4
70,26,3
70,40,4
70,60,4
71,67,5
71,84,3
71,28,2
71,8,5
71,61,2
71,34,2
71,60,4
71,80,4
71,83,4
71,82,3
71,78,5
71,46,3
71,33,1
71,54,4
71,17,5
71,9,3
72,63,3
72,94,4
72,54,3
72,31,4
72,2,5
72,43,2
72,95,5
72,14,5
72,90,5
72,42,4
72,73,4
72,36,4
72,1,3
72,78,4
72,80,5
72,83,4
72,66,4
73,25,4
73,65,4
73,95,4
73,24,3
73,27,3
73,67,2
73,31,2
73,56,5
73,85,4
73,94,1
73,100,3
73,48,4
73,64,5
73,4,4
73,1,4
73,90,4
73,39,2
73,28,4
73,40,3
74,82,4
74,25,5
74,72,2
74,67,5
74,97,1
74,58,1
74,15,4
74,34,5
74,86,3
74,69,2
74,14,5
74,76,4
74,27,3
74,59,2
74,80,4
75,22,4
75,41,3
75,87,5
75,10,3
75,54,5
75,38,5
75,27,3
76,68,5
76,26,4
76,80,1
76,43,3
76,31,3
76,35,4
77,92,1
77,96,4
77,63,1
77,51,5
77,55,3
77,42,4
77,24,2
77,78,5
77,98,5
77,93,4
77,29,5
77,3,4
78,100,1
78,45,3
78,32,4
78,78,3
78,10,4
78,16,4
78,76,3
78,95,4
78,89,4
78,7,3
78,41,5
78,8,4
78,34,4
78,12,4
78,85,5
78,9,3
78,13,4
78,90,4
79,77,4
79,36,1
79,18,4
79,78,3
79,19,3
79,92,4
79,40,4
79,44,5
79,83,2
79,31,5
79,20,4
79,71,3
79,15,4
79,68,3
79,62,4
80,50,4
80,65,3
80,48,1
80,64,5
80,60,3
80,34,3
80,88,1
80,81,4
80,94,4
80,53,1
80,82,5
80,22,3
80,16,3
80,93,5
80,85,4
81,82,3
81,67,3
81,3,3
81,85,5
81,83,4
82,62,5
82,22,4
82,61,5
82,56,1
82,20,3
82,80,4
82,29,3
82,39,4
82,95,4
82,63,4
82,36,3
82,42,2
82,5,3
82,19,5
82,94,5
82,34,3
82,33,3
82,65,5
83,42,4
83,26,4
83,65,5
83,49,5
83,41,4
83,85,3
83,12,5
83,59,2
83,4,4
83,95,5
83,94,4
83,5,4
83,86,5
83,13,4
83,29,2
84,89,2
84,50,3
84,86,4
84,1,5
84,98,4
84,16,1
84,53,4
85,40,5
85,41,4
85,78,5
85,62,3
85,16,5
85,73,4
85,37,4
85,43,1
85,31,3
85,6,4
85,28,5
85,29,4
85,27,5
85,46,5
85,7,5
85,98,2
85,82,2
86,70,2
86,27,2
86,51,3
86,6,3
86,78,2
86,36,5
86,50,4
86,42,3
86,29,4
86,68,3
86,59,1
86,66,5
87,52,5
87,48,4
87,49,3
87,68,4
87,85,5
87,90,4
87,70,4
87,86,2
88,11,3
88,60,3
88,94,1
88,76,3
88,73,4
88,41,4
88,36,4
88,81,5
88,50,4
88,87,3
88,43,3
88,85,3
88,89,4
88,91,5
88,55,5
88,4,4
88,74,3
89,95,4
89,69,4
89,77,4
89,24,4
89,14,4
89,72,4
89,15,5
89,3,5
90,47,3
90,58,3
90,1,5
90,62,3
90,18,4
90,42,5
90,35,2
90,19,3
90,63,3
90,90,3
90,40,3
90,81,5
90,2,1
90,98,3
91,42,4
91,9,4
91,88,3
91,23,4
91,78,3
91,52,3
91,18,2
91,47,4
91,38,5
91,15,3
91,61,4
91,44,4
91,65,4
92,17,1
92,27,4
92,79,3
92,56,2
92,69,3
92,45,4
92,40,2
92,67,4
92,33,3
92,84,5
92,58,3
92,85,5
92,31,4
92,97,4
92,78,3
92,38,2
92,16,5
92,30,5
93,32,5
93,1,3
93,29,4
93,18,3
93,27,4
93,3,4
93,19,2
93,40,4
93,99,4
93,92,2
93,77,4
93,21,4
93,9,4
93,51,5
93,6,3
93,42,3
93,28,5
93,63,3
94,93,3
94,79,4
94,13,4
94,23,4
94,3,4
94,99,2
95,99,4
95,6,2
95,26,3
95,62,5
95,1,5
95,94,3
95,97,4
95,8,4
95,49,3
95,40,1
95,42,4
95,43,2
95,22,3
95,81,5
96,85,3
96,55,3
96,7,5
96,87,3
96,18,4
96,99,3
96,9,4
96,19,3
96,25,5
96,22,5
96,13,5
96,31,1
96,57,4
96,1,2
96,10,3
96,40,4
97,98,4
97,85,1
97,8,3
97,20,5
97,21,3
97,5,4
97,66,5
98,32,2
98,12,4
98,59,3
98,26,2
98,100,4
98,54,2
98,67,3
98,96,4
98,49,2
98,82,4
98,86,3
98,41,5
98,3,3
98,45,4
98,93,5
98,48,3
98,74,3
98,95,3
98,30,2
99,87,5
99,15,5
99,40,3
99,55,5
99,77,4
100,37,4
100,67,3
100,76,5
100,99,3
100,2,4
100,35,4
100,47,5
100,71,2
100,20,4
100,57,4
100,48,4
100,39,4
100,44,3
101,22,3
101,51,2
101,4,5
101,68,3
101,82,5
101,1,1
101,81,5
101,32,4
101,15,5
101,17,4
101,86,1
101,45,3
101,93,4
101,3,4
102,41,4
102,86,4
102,21,4
102,49,3
102,97,4
103,75,3
103,39,4
103,4,5
103,72,2
103,57,5
103,6,5
103,64,3
103,23,2
103,78,4
103,87,3
103,20,4
103,49,1
103,12,3
103,52,5
103,25,4
103,31,4
104,29,5
104,54,5
104,19,1
104,21,4
104,83,5
104,74,3
104,48,3
104,66,3
104,44,5
104,28,3
104,88,4
105,3,5
105,40,4
105,24,5
105,37,4
105,74,2
105,93,3
105,76,4
105,64,1
105,21,3
105,32,2
105,79,1
105,81,3
106,69,4
106,72,5
106,94,4
106,17,3
106,55,1
106,80,3
106,39,2
106,89,3
106,84,4
106,86,4
106,78,3
106,28,4
106,91,5
107,99,5
107,45,4
107,74,3
107,42,4
107,16,4
107,31,3
107,72,4
107,92,4
107,82,2
107,15,4
107,53,3
107,77,2
107,35,2
107,13,4
107,2,2
107,40,5
108,89,3
108,46,3
108,9,4
108,11,4
108,40,3
108,17,3
108,19,2
108,42,4
108,92,4
108,13,4
108,95,4
108,70,5
108,38,5
108,62,3
108,21,3
108,16,5
108,26,1
108,14,5
109,34,3
109,19,3
109,13,5
109,89,3
109,65,2
109,67,3
109,25,4
109,39,3
109,54,4
110,100,3
110,25,3
110,47,3
110,12,3
110,38,3
110,36,3
110,56,5
110,66,5
110,58,3
110,99,4
110,42,4
110,80,5
110,1,3
110,87,2
110,76,4
111,94,4
111,21,3
111,56,5
111,90,5
111,37,5
111,41,3
111,4,4
111,70,3
111,7,3
111,62,2
111,39,4
111,22,4
111,33,4
111,99,3
111,6,3
111,27,5
111,76,5
111,72,4
111,10,4
111,96,3
112,62,4
112,90,1
112,68,3
112,72,4
112,20,3
112,66,5
112,77,5
112,33,5
112,9,4
112,86,3
112,30,5
113,76,4
113,87,3
113,81,5
113,23,5
113,30,2
113,21,3
113,41,5
113,1,4
113,10,4
113,42,4
113,61,4
113,16,3
113,11,3
113,33,1
113,75,4
113,86,5
114,37,4
114,27,4
114,95,5
114,77,4
114,96,2
114,90,5
114,43,5
114,54,4
114,23,3
114,98,4
114,31,3
115,29,5
115,44,3
115,58,3
115,93,4
115,34,5
115,81,3
115,73,3
115,67,5
115,4,5
115,66,4
115,52,3
115,22,5
116,85,5
116,27,3
116,46,4
116,50,4
116,7,2
116,83,3
117,22,4
117,28,3
117,58,5
117,43,4
117,68,5
117,91,1
117,97,4
118,68,2
118,74,3
118,78,4
118,32,5
118,77,4
118,22,5
118,19,5
118,90,3
118,17,3
118,46,3
118,76,3
118,18,3
118,57,3
119,49,2
119,71,3
119,51,4
119,32,2
119,53,4
119,12,4
119,69,4
119,35,4
119,50,4
119,26,3
119,41,2
119,98,1
119,99,3
119,81,5
119,56,3
119,82,3
119,58,5
119,29,3
119,95,2
120,40,4
120,4,1
120,45,5
120,21,3
120,88,3
120,97,5
120,83,5
120,6,5
121,20,3
121,19,1
121,47,4
121,56,3
121,34,5
121,57,3
121,66,4
121,38,3
121,42,4
121,51,3
121,92,1
121,24,4
121,88,4
121,18,3
121,43,3
121,8,3
121,40,4
121,50,2
121,17,4
122,40,2
122,41,4
122,32,3
122,57,3
122,78,3
122,93,4
122,9,3
122,42,4
122,99,4
122,81,5
123,86,4
123,79,4
123,59,4
123,74,2
123,88,5
123,38,5
123,55,4
123,9,5
123,34,2
123,56,5
123,61,5
123,11,2
123,31,4
124,20,3
124,9,2
124,95,4
124,42,2
124,19,4
124,96,2
124,1,4
124,86,3
124,11,4
124,43,5
125,22,5
125,38,5
125,13,1
125,37,2
125,31,1
125,92,5
125,10,5
125,61,4
125,88,5
125,98,3
126,34,4
126,91,5
126,15,5
126,77,5
126,93,1
126,10,3
126,78,4
126,28,4
126,86,5
126,90,3
126,23,3
126,100,3
126,55,4
126,61,5
127,4,4
127,59,5
127,81,3
127,1,3
127,27,4
127,38,4
127,51,5
127,26,3
127,90,4
127,17,5
127,99,4
127,68,3
127,19,4
127,49,5
127,29,3
128,75,3
128,80,3
128,7,3
128,6,3
128,81,2
128,46,5
128,65,5
128,74,5
128,70,5
129,97,3
129,27,4
129,47,4
129,39,3
129,77,4
129,98,3
129,93,5
129,1,5
129,13,4
129,71,5
129,30,4
129,46,2
129,10,3
129,16,3
129,81,2
129,83,5
130,16,4
130,53,4
130,43,3
130,93,2
130,28,4
130,82,3
130,1,1
130,40,4
130,70,4
130,100,3
130,50,4
130,17,5
130,36,3
130,89,3
130,64,2
131,4,4
131,32,5
131,91,3
131,17,4
131,72,5
131,81,3
131,68,4
131,36,5
131,46,1
131,56,5
131,18,3
131,51,5
131,47,4
131,26,3
131,16,5
131,3,3
131,89,5
131,71,2
131,27,4
132,20,5
132,84,3
132,42,3
132,98,3
132,9,3
133,93,3
133,47,3
133,29,4
133,89,5
133,25,3
133,45,5
133,83,5
133,90,5
133,99,4
133,77,5
134,82,1
134,96,4
134,56,4
134,93,2
134,9,4
134,25,3
134,98,1
134,72,1
134,46,3
134,5,1
134,77,3
134,41,5
134,63,3
134,57,2
134,67,1
134,69,2
134,64,4
134,17,2
135,47,4
135,58,4
135,91,1
135,29,4
135,32,4
135,41,4
135,88,3
135,17,4
135,66,3
135,15,1
135,61,5
135,78,2
136,48,5
136,28,5
136,5,4
136,91,4
136,89,3
136,77,4
136,35,5
136,7,3
136,15,1
136,8,3
136,40,5
136,100,3
136,19,4
136,53,2
136,29,5
136,41,5
137,93,4
137,67,4
137,82,3
137,65,3
137,79,4
137,94,5
137,33,4
137,25,5
137,88,2
137,8,4
137,6,4
137,39,3
137,59,4
137,24,4
137,20,5
137,56,1
137,45,5
137,76,3
137,100,4
138,9,5
138,2,4
138,58,4
138,67,3
138,18,2
138,85,4
138,86,4
138,25,3
138,51,4
138,46,5
138,29,5
138,32,4
138,19,1
138,76,3
138,42,4
138,33,4
138,78,3
138,74,4
138,37,1
138,70,2
139,11,4
139,60,3
139,46,3
139,82,5
139,89,4
139,37,4
139,91,4
139,25,4
140,45,4
140,48,3
140,10,3
140,54,3
140,12,3
140,31,3
140,95,2
140,44,3
140,84,3
140,80,3
140,75,5
140,79,4
140,30,1
140,26,3
140,76,3
140,56,4
140,42,1
140,63,1
140,5,2
141,96,3
141,40,3
141,34,3
141,67,3
141,81,4
141,90,4
141,83,3
141,19,4
142,66,5
142,11,4
142,54,5
142,87,4
142,38,3
142,67,5
142,78,1
142,21,5
142,100,1
142,45,5
143,25,2
143,19,4
143,83,3
143,10,5
143,94,3
143,48,3
144,67,4
144,75,4
144,88,3
144,14,2
144,79,3
144,77,2
144,5,3
144,85,2
144,57,5
144,55,5
144,20,3
144,24,1
144,94,2
145,36,4
145,45,3
145,78,3
145,19,5
145,35,5
145,79,3
145,69,4
145,95,1
146,48,5
146,5,3
146,87,3
146,33,4
146,23,5
146,66,4
146,61,4
146,46,4
146,49,4
146,2,3
146,36,5
146,43,4
146,84,3
146,81,4
146,8,4
146,63,4
146,27,3
146,99,4
147,47,4
147,70,4
147,52,3
147,88,3
147,44,3
147,13,3
147,90,5
147,16,4
147,84,3
147,73,3
147,89,3
147,27,5
147,96,5
147,55,3
147,38,5
147,42,3
147,25,4
148,51,1
148,26,4
148,97,3
148,87,2
148,2,5
148,50,3
148,64,4
148,8,4
148,21,3
148,55,5
148,25,5
148,30,2
148,34,4
148,94,3
148,80,3
148,39,3
149,6,2
149,34,3
149,68,4
149,99,4
149,12,3
149,100,5
149,70,5
149,91,4
149,69,4
150,28,5
150,18,4
150,8,4
150,29,2
150,14,3
150,41,4
151,1,2
151,59,4
151,39,5
151,71,4
151,90,3
151,74,3
151,84,5
151,87,4
152,95,2
152,72,4
152,23,5
152,49,3
152,77,4
152,43,5
152,71,5
152,84,3
152,28,4
152,80,4
152,98,3
152,4,2
152,15,4
152,58,3
152,34,5
152,36,5
152,76,2
152,62,4
152,5,3
153,62,5
153,97,5
153,67,3
153,82,3
153,46,4
153,57,3
153,3,2
153,86,5
153,94,4
153,28,3
153,55,4
153,92,4
153,77,1
153,53,2
153,41,3
153,98,4
154,16,4
154,79,5
154,52,3
154,67,5
154,1,4
154,14,3
154,55,4
154,33,3
154,29,4
154,44,4
154,35,4
154,51,3
154,94,4
155,35,5
155,71,4
155,59,5
155,31,4
155,89,4
155,42,1
156,96,3
156,89,3
156,93,5
156,42,4
156,44,3
156,79,2
156,75,5
156,69,5
156,37,4
156,53,3
156,88,3
156,68,3
156,36,3
156,50,2
156,17,4
157,73,3
157,87,3
157,10,4
157,95,1
157,98,4
157,85,4
157,60,3
158,30,5
158,66,4
158,13,4
158,50,4
158,74,2
158,89,4
158,70,5
158,96,4
158,53,3
158,47,4
158,9,2
158,12,4
159,96,3
159,45,5
159,91,5
159,39,3
159,60,2
159,70,4
159,82,5
159,20,4
159,17,2
159,16,4
159,7,4
159,84,4
159,22,1
159,88,4
159,53,4
159,34,4
159,30,5
159,64,5
159,4,3
159,58,4
160,51,3
160,71,5
160,88,4
160,49,4
160,47,3
160,32,3
160,93,5
160,89,1
160,69,1
160,48,3
160,37,2
160,5,3
160,11,5
160,52,4
160,95,3
160,68,4
160,79,2
160,91,5
160,16,3
160,1,4
161,76,4
161,27,3
161,45,3
161,55,4
161,17,2
161,48,5
161,25,3
161,49,1
161,54,2
161,9,3
161,51,5
161,94,5
161,65,4
161,38,3
161,57,1
161,46,3
161,93,2
161,75,4
162,5,5
162,45,4
162,12,4
162,65,3
162,7,3
162,34,1
162,47,1
162,73,4
162,80,4
162,84,3
162,31,3
162,67,5
162,74,3
162,66,4
162,9,3
162,48,5
162,8,4
163,66,4
163,88,3
163,35,4
163,18,2
163,93,2
163,68,5
163,20,3
163,4,4
164,73,3
164,1,3
164,77,3
164,55,4
164,70,4
164,42,3
164,99,4
165,36,5
165,30,4
165,39,4
165,73,4
165,41,3
165,80,5
165,33,3
165,15,5
165,100,4
165,66,4
166,71,1
166,99,4
166,22,3
166,21,2
166,29,3
166,32,5
166,89,4
167,17,2
167,19,4
167,9,3
167,11,3
167,95,5
167,45,4
167,66,3
167,85,3
167,50,5
167,64,5
167,91,5
167,92,3
167,63,4
167,3,3
167,83,4
167,78,4
167,72,4
167,20,4
168,92,4
168,90,4
168,8,5
168,97,2
168,19,3
168,31,4
168,24,5
168,39,5
168,98,5
168,1,3
168,75,5
168,74,5
168,11,3
168,16,3
169,35,5
169,14,3
169,37,5
169,42,5
169,81,4
169,30,3
170,57,4
170,11,5
170,76,4
170,44,4
170,4,2
170,23,2
171,47,4
171,92,4
171,7,4
171,63,4
171,12,3
171,19,3
171,21,3
171,99,3
172,55,5
172,36,4
172,42,4
172,29,4
172,26,4
172,6,3
172,67,4
172,2,5
172,4,4
173,44,4
173,54,2
173,71,4
173,79,1
173,87,3
173,12,5
173,6,4
173,52,4
173,84,5
173,9,3
173,68,5
173,47,3
173,85,2
173,94,4
174,14,4
174,28,4
174,39,3
174,69,3
174,64,2
174,89,5
174,27,4
174,19,3
174,29,4
174,43,4
174,35,1
174,90,4
174,5,2
174,88,3
174,10,5
174,98,3
174,41,4
174,76,5
174,31,3
174,9,4
175,10,4
175,42,5
175,82,5
175,69,5
175,24,1
175,9,3
175,87,2
175,19,4
175,11,4
175,18,2
175,38,3
175,83,4
175,58,4
175,98,4
175,6,3
175,54,2
176,96,4
176,15,2
176,12,3
176,20,4
176,71,4
176,3,5
176,90,4
176,83,4
176,49,1
176,33,3
176,48,4
176,45,3
176,92,5
176,7,5
176,11,3
176,61,3
177,16,3
177,9,4
177,37,4
177,86,3
177,21,3
177,33,4
177,92,3
177,42,4
177,58,5
177,65,1
177,7,2
178,52,4
178,88,3
178,50,1
178,55,3
178,15,5
178,23,2
178,93,4
178,13,3
178,19,4
178,41,3
178,68,5
178,89,2
178,70,2
179,95,4
179,82,4
179,64,2
179,80,5
179,3,5
179,97,4
179,31,4
179,13,4
179,63,3
179,16,4
180,16,2
180,13,3
180,71,4
180,38,4
180,39,3
180,34,5
180,2,4
180,56,3
180,66,2
180,95,3
180,82,5
180,48,5
180,70,5
180,37,3
180,40,5
180,65,4
180,41,5
180,42,4
180,47,3
181,3,5
181,70,3
181,93,5
181,23,4
181,78,5
181,28,1
181,97,4
181,88,3
181,55,5
181,36,3
181,64,2
181,19,4
181,9,3
181,90,5
181,59,3
181,21,4
181,98,5
181,87,3
181,31,4
181,30,3
182,57,2
182,55,3
182,100,4
182,46,3
182,67,5
182,8,3
182,70,4
182,95,5
182,4,2
182,91,2
182,39,4
182,56,5
182,36,5
182,98,5
182,72,2
182,58,1
182,84,3
182,25,4
182,63,5
182,79,3
183,78,4
183,38,5
183,57,3
183,69,3
183,50,5
183,19,5
183,11,5
183,54,3
183,61,2
183,90,3
183,30,3
183,46,4
183,84,2
183,34,5
183,9,3
183,32,3
184,93,5
184,31,4
184,3,3
184,7,5
184,50,5
184,54,3
184,26,2
184,75,3
184,12,4
184,45,5
184,22,2
184,5,1
184,68,3
184,72,2
184,95,3
185,75,4
185,42,3
185,65,3
185,48,2
185,22,4
185,3,4
185,41,4
185,19,4
185,31,3
185,15,3
185,8,2
186,30,4
186,29,2
186,65,3
186,51,5
186,46,3
186,97,3
186,22,2
186,84,3
186,93,4
186,14,2
186,20,3
186,31,3
186,69,5
186,33,5
186,74,3
187,8,5
187,86,4
187,62,4
187,1,3
187,30,5
188,69,3
188,55,3
188,29,2
188,91,3
188,41,3
188,57,2
188,48,4
188,23,3
188,17,4
188,88,3
188,87,4
188,10,4
188,84,3
188,72,3
188,79,4
188,38,3
188,56,3
189,100,2
189,42,3
